roadmap_role,dev_type,node_id,topic_label,parent_topic,order_index,node_type,maps_to_esco_uri,maps_to_esco_label,source
software-architect,architect,YfYviOXqGVp9C6DuhqBrn,EMC DMS,,134,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
software-architect,architect,5EVecZmvor09LjD7WR_Y9,IBM BPM,Enterprise Software,135,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
software-architect,architect,mOXyzdNn8W-9R99ffcnor,Salesforce,Enterprise Software,136,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
software-architect,architect,b6lCGw82qKpUmsxe1r1f5,Microservices,Architecture,145,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,lDIy56RyC1XM7IfORsSLD,Introduction,,19,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,soar-NBWCr4xVKj7ttfnc,What are Relational Databases?,Introduction,20,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,p3AmRr_y_ZBKzAU5eh7OU,RDBMS Benefits and Limitations,Introduction,21,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,IAKERTzTpTds5kZLMCapM,PostgreSQL vs Other RDBMS,Introduction,22,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,D0doJTtLu-1MmFOfavCXN,PostgreSQL vs NoSQL Databases,Introduction,23,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,-M9EFgiDSSAzj9ISk-aeh,Basic RDBMS Concepts,,24,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,RoYP1tYw5dvhmkVTo1HS-,Object Model,,25,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,xVocG4LuFdtphwoOxiJTa,Queries,,26,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,4Pw7udOMIsiaKr7w9CRxc,Data Types,,27,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,Rd3RLpyLMGQZzrxQrxDGo,Rows,,28,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,cty2IjgS1BWltbYmuxxuV,Columns,,29,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,W8NhR4SqteMLfso8AD6H8,Tables,,30,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,mF6qAlo2ULJ3lECG2m0h7,Schemas,,31,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,DU-D3-j9h6i9Nj5ci8hlX,Databases,,32,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,mDVbjdVN0spY7dI_8k1YW,Relational Model,,33,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,-LuxJvI5IaOx6NqzK0d8S,Domains,,34,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,XvZMSveMWqmAlXOxwWzdk,Attributes,,35,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,vJhvgGwNV3JB-wWn_0gMb,Tuples,,36,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,2hM2IPAnNYq-LlEbcFp2Z,Relations,,37,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,j9ikSpCD3yM5pTRFuJjZs,Constraints,,38,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,91eOGK8mtJulWRlhKyv0F,NULL,,39,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,_BSR2mo1lyXEFXbKYb1ZG,High Level Database Concepts,,40,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,9u7DPbfybqmldisiePq0m,ACID,,41,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,-_ADJsTVGAgXq7_-8bdIO,MVCC,,42,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,yFG_hVD3dB_qK8yphrRY5,Transactions,,43,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,9sadNsbHLqejbRPHWhx-w,Write-ahead Log,,44,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,Qk14b9WyeCp9RV9WAwojt,Query Processing,,45,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,5MjJIAcn5zABCK6JsFf4k,Using Docker,,46,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,pEtQy1nuW98YUwrbfs7Np,Package Managers,,47,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,mMf2Mq9atIKk37IMWuoJs,Connect using `psql`,,48,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,6SCcxpkpLmmRe0rS8WAPZ,Deployment in Cloud,,49,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,P1Hm6ZlrhCRxbxOJkBHlL,Using `systemd`,,51,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,a4j0Rs8Tl6-k9WP5zjaep,Using `pg_ctl`,,52,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,v3SoKmeCh6uxKW5GAAMje,Using `pg_ctlcluster`,,53,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,FtPiBWMFhjakyXsmSL_CI,Installation and Setup,,56,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,ANUgfkADLI_du7iRvnUdi,Learn SQL,,57,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,KMdF9efNGULualk5o1W0_,For Schemas,,59,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,ga8ZiuPc42XvZ3-iVh8T1,ForTables,,60,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,fvEgtFP7xvkq_D4hYw3gz,Data Types,,61,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,BEJyz0ohCglDucxfyuAy4,Querying Data,,63,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,dd2lTNsNzYdfB7rRFMNmC,Filtering Data,,64,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,G2NKhjlZqAY9l32H0LPNQ,Modifying Data,,65,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,Hura0LImG9pyPxaEIDo3X,Joining Tables,,66,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,umNNMpJh4Al1dEpT6YkrA,Import / Export Using `COPY`,,67,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,ghgyAXJ72dZmF2JpDvu9U,Transactions,,68,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,_Y-omKcWZOxto-xJka7su,Subqueries,,69,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,uwd_CaeHQQ3ZWojbmtbPh,Grouping,,70,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,fsZvmH210bC_3dBD_X8-z,CTE,,71,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,fTsoMSLcXU1mgd5-vekbT,Lateral Join,,72,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,kOwhnSZBwIhIbIsoAXQ50,Set Operations,,73,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,T819BZ-CZgUX_BY7Gna0J,Configuring,,75,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,yl3gxfQs4nOE0N7uGqR0d,Resource Usage,,76,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,9VmQ-vN3nPyf1pTFIcj40,Write-ahead Log,,77,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,zoaqBP0Jbf0HpTH8Q3LkJ,Vacuums,,78,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,A3YTrZSUxNBq77iIrNdZ4,Replication,,79,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,hOPwVdIzesselbsI_rRxt,Query Planner,,80,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,3pLn1mhRnekG537ejHUYA,Checkpoints / Background Writer,,81,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,507TY35b8iExakbBMrHgZ,Reporting Logging & Statistics,Configuring,82,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,VAf9VzPx70hUf4H6i3Z2t,Adding Extra Extensions,,83,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,2Zg8R5gs9LMQOcOMZtoPk,Security,,85,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,S20aJB-VuSpXYyd0-0S8c,Object Privileges,,86,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,o1WSsw-ZIaAb8JF3P0mfR,Grant / Revoke,,87,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,t18XjeHP4uRyERdqhHpl5,Default Privileges,,88,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,09QX_zjCUajxUqcNZKy0x,Advanced Topics,,89,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,bokFf6VNrLcilI9Hid386,Row-Level Security,,90,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,GvpIJF-eaGELwcpWq5_3r,SELinux,,91,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,gb75xOcAr-q8TcA6_l1GZ,Authentication Models,Security,92,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,l0lpaPy12JFCJ-RRYVSqz,Roles,Security,93,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,Y2W29M4piaQsTn2cpyR7Q,pg_hba.conf,,94,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,EKwO6edtFnUw8cPCcVwKJ,SSL Settings,Security,95,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,zlqSX0tl7HD9C1yEGkvoM,Infrastructure Skills,,96,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,cJYlZJ9f3kdptNrTlpMNU,Using `pg_upgrade`,,97,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,MVVWAf9Hk3Fom-wBhO64R,Using Logical Replication,,98,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,rNp3ZC6axkcKtAWYCPvdR,Simple Stateful Setup,,99,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,QHbdwiMQ8otxnVIUVV2NT,Helm,,100,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,nRJKfjW2UrmKmVUrGIfCC,Operators,,101,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,Z2PuOmgOqScGFbhvrvrA1,PostgreSQL Anonymizer,,102,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,V8_zJRwOX9664bUvAGgff,HAProxy,,103,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,IkB28gO0LK1q1-KjdI9Oz,Consul,,104,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,xk2G-HUS-dviNW3BAMmJv,KeepAlived,,105,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,kCw6oEVGdKokCz4wYizIT,Etcd,,106,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,XmBeM01NAy-_nfyNdk9ZV,Prometheus,,107,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,z3VD68R2uyu1s-3giRxKr,Zabbix,,108,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,WiOgUt5teG9UVRa6zo4h3,check_pgactivity,,109,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,aXG68inOu3trBWOmg9Yqx,temBoard,,110,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,DDPuDDUFxubWZmWXCmF7L,check_pgbackrest,,111,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,-XhONB0FBA6UslbDWoTDv,barman,,112,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,4gQSzH-WKFAvmkwlX_oyR,WAL-G,,113,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,5LLYxCj22RE6Nf0fVm8GO,pgbackrest,,114,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,Id_17Ya-NUvoXxijAZvmW,pg_probackup,,115,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,XZ922juBJ8Om0WyGtSYT5,pg_dump,,116,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,QmV-J6fPYQ5CcdGUkBs7y,pg_dumpall,,117,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,YSprRhPHkzV8SzDYpIVmp,pg_restore,,118,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,XYaVsj5_48CSnoTSGXBbN,pg_basebackup,,119,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,te4PZaqt6-5Qu8rU0w6a1,Backup Validation Procedures,,120,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,aKQI7aX4bT_39bZgjmfoW,PgBouncer,,121,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,3V1PPIeB0i9qNUsT8-4O-,PgBouncer Alternatives,,122,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,rmsIw9CQa1qcQ_REw76NK,Logical Replication,,124,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,MwLlVbqceQ-GTgPJlgoQY,Streaming Replication,,125,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,mm0K_8TFicrYdZQvWFkH4,Patroni,,130,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,TZvZ_jNjWnM535ZktyhQN,Patroni Alternatives,,131,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,SNnc8CIKuHUAEZaJ_qEar,Resource Usage / Provisioning / Capacity Planning,,138,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,e5s7-JRqNy-OhfnjTScZI,Learn to Automate,,139,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,-clI2RmfhK8F8beHULaIB,Shell Scripts,,140,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,j5YeixkCKRv0sfq_gFVr9,Any Programming Language,,141,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,RqSfBR_RuvHrwHfPn1jwZ,Ansible,,143,subtopic,http://data.europa.eu/esco/skill/6f8a40d6-f9ce-43ec-a72f-d4213a53f3ed,Ansible,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,Q_B9dlXNMXZIRYQC74uIf,Salt,,144,subtopic,http://data.europa.eu/esco/skill/c7451027-8249-405a-bb1b-342ff0f3fb3b,Salt (tools for software configuration management),roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,7EHZ9YsNjCyTAN-LDWYMS,Chef,,145,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,e39bceamU-lq3F2pmLz6v,Puppet,,146,subtopic,http://data.europa.eu/esco/skill/6417a4cc-6f61-4459-a114-761a7fa0279d,Puppet (tools for software configuration management),roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,AtZcMhy2Idmgonp5O8RSQ,Practical Patterns / Antipatterns,,148,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,3Lcy7kBKeV6hx9Ctp_20M,Migration Related Tools,,149,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,cc4S7ugIphyBZr-f6X0qi,Bulk Loading / Processing Data,,150,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,OiGRtLsc28Tv35vIut6B6,Data Partitioning,,151,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,r6Blr7Q4wOnvJ-m6NvPyP,Sharding Patterns,,152,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,Fcl7AD2M6WrMbxdvnl-ub,Normalization / Normal Forms,,153,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,rnXcM62rgq3p6FQ9AWW1R,Patterns / Antipatterns,,155,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,WCBWPubUS84r3tOXpnZT3,PgQ,,156,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,v2J6PZT0fHvqA7GwlqBU7,Processes & Memory Architecture,,161,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,dJzJP1uo4kVFThWgglPfk,Vacuum Processing,,162,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,KeBUzfrkorgFWpR8A-xmJ,Buffer Management,,163,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,pOkafV7nDHme4jk-hA8Cn,Lock Management,,164,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,gweDHAB58gKswdwfpnRQT,Physical Storage and File Layout,,165,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,lDuBFA7cEMnd7Cl9MDgnf,System Catalog,,166,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,msm4QCAA-MRVI1psf6tt3,"Per-User, Per-Database Setting",,168,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,4VrT_K9cZZ0qE1EheSQy0,Storage Parameters,,169,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,VekAMpcrugHGuvSbyPZVv,OLTP,,171,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,WI3-7hFAnJw5f7GIn-5kp,OLAP,,172,subtopic,http://data.europa.eu/esco/skill/b0a3bb25-a02f-43ed-ab1f-994fa66a424a,online analytical processing,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,rHDlm78yroRrrAAcabEAl,HTAP,,173,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,Ur23UVs_nXaltytF1WJD8,PL/pgSQL,,174,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,LiF2Yh818D-zEF58v5Fgr,Procedures and Functions,,175,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,ps2KK88QA1n5udn2ochIn,Triggers,,176,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,A1LGOqqaka0ILcYwybclP,Recursive CTE,,177,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,iQqEC1CnVAoM7x455jO_S,Aggregate and Window functions,,178,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,pvj33qDiG3sSjtiW6sUra,top,,182,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,0hRQtRsteGDnKO5XgLF1R,sysstat,,183,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,n8oHT7YwhHhFdU5_7DZ_F,iotop,,184,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,yIdUhfE2ZTQhDAdQsXrnH,gdb,,186,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,C_cUfEufYeUlAdVfdUvsK,strace,,187,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,QarPFu_wU6-F9P5YHo6CO,ebpf,,188,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,wH447bS-csqmGbk-jaGqp,perf-tools,,189,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,-CIezYPHTcXJF_p4T55-c,Core Dumps,,190,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,V2iW8tJQXwsRknnZXoHGd,pgBadger,,192,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,ISuU1lWH_zVDlCHnWXbf9,pgCluu,,193,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,HJCRntic0aGVvdmCN45aP,awk,,194,subtopic,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,computer programming,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,cFtrSgboZRJ3Q63eaqEBf,grep,,195,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,hVL6OtsXrE8BvjKpRjB-9,sed,,196,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,_NL5pGGTLNxCFx4axOqfu,pg_stat_activity,,198,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,wLMGOUaULW7ZALRr-shTz,pg_stat_statements,,199,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,TytU0IpWgwhr4w4W4H3Vx,pgcenter,,201,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,n2OjwxzIHnATraRWi5Ddl,EXPLAIN,,203,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,rVlncpLO20WK6mjyqLerL,Depesz,,204,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,9RyMU36KEP__-RzTTz_eo,PEV2,,205,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,xEu5n6U9-WKVxjlT5YUgx,Tensor,,206,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,UZ1vRFRjiQAVu6BygqwEL,explain.dalibo.com,,207,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,QWi84EjdHw5ChYsuwUhPC,USE,,209,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,qBkpTmfbyCv2L-OJW9pPI,RED,,210,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,oX-bdPPjaHJnQKgUhDSF2,Golden Signals,,211,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,FDuiJyU1yWUQ9IsfS3CeZ,Schema Design Patterns / Anti-patterns,,214,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,G9DB1ZQjgXaHxJ4Lm6xGx,SQL Query Patterns / Anti-patterns,,215,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,Dhhyg23dBMyAKCFwZmu71,Indexes and their Usecases,,216,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,jihXOJq9zYlDOpvJvpFO-,B-Tree,Indexes and their Usecases,217,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,2yWYyXt1uLOdQg4YsgdVq,Hash,,218,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,2chGkn5Y_WTjYllpgL0LJ,GiST,Indexes and their Usecases,219,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,LT5qRETR3pAI8Tk6k5idg,SP-GiST,Indexes and their Usecases,220,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,FJhJyDWOj9w_Rd_uKcouT,GIN,,221,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,43oFhZuXjJd4QHbUoLtft,BRIN,,222,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,NhodBD8myUTljNdn3y40I,Get Involved in Development,,223,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,8H7hJhGKxr1nrjkHv9Xao,Mailing Lists,Get Involved in Development,224,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,Jy0G0ZnHPOM8hba_PbwuA,Reviewing Patches,Get Involved in Development,225,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
postgresql-dba,database,eQzMU_KyQmHJQ6gzyk0-1,Writing Patches,Get Involved in Development,226,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,_hYN0gEi9BL24nptEtXWU,Introduction,,26,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,idLHBxhvcIqZTqmh_E8Az,What is System Design?,Introduction,27,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,os3Pa6W9SSNEzgmlBbglQ,How to approach System Design?,Introduction,28,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,e_15lymUjFc6VWqzPnKxG,Performance vs Scalability,,30,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,O3wAHLnzrkvLWr4afHDdr,Latency vs Throughput,,31,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,uJc27BNAuP321HQNbjftn,Availability vs Consistency,,32,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,tcGdVQsCEobdV9hgOq3eG,CAP Theorem,,33,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,GHe8V-REu1loRpDnHbyUn,Consistency Patterns,,36,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,EKD5AikZtwjtsEYRPJhQ2,Weak Consistency,Consistency Patterns,37,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,rRDGVynX43inSeQ9lR_FS,Eventual Consistency,Consistency Patterns,38,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,JjB7eB8gdRCAYf5M0RcT7,Strong Consistency,Consistency Patterns,39,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,ezptoTqeaepByegxS5kHL,Availability Patterns,,40,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,L_jRfjvMGjFbHEbozeVQl,Fail-Over,,41,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
system-design,backend,0RQ5jzZKdadYY0h_QZ0Bb,Replication,,45,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
